Time [s],Current function [A],Voltage [V],Bulk open-circuit voltage [V]
0.0,0.0,3.43451972532768,3.4331598009163025
1.0,0.0,3.433757663216069,3.434399136057415
2.0,0.0,3.4339368883661887,3.4349251119979285
4.0,0.5,3.4168340816883127,3.4342281481334274
6.0,0.5,3.41584434467115,3.4331309660362495
8.0,0.5,3.415250519686926,3.434577545000665
10.0,0.5,3.4158712787279066,3.4346508929414705
12.0,0.5,3.4145459877144844,3.433500073789556
14.0,0.5,3.4144067768887125,3.4337759934181187
16.0,0.5,3.414584459305032,3.434708275078513
18.0,0.5,3.414135130632417,3.433387842096121
20.0,0.5,3.413593275653667,3.4332589848381097
22.0,0.5,3.4127813333851282,3.4336758080346876
24.0,0.5,3.413694672392901,3.433259648150328
26.0,0.5,3.4131609242898966,3.4327436281648738
28.0,0.5,3.4131437088143586,3.4320104647194323
30.0,0.5,3.4133524481496624,3.432441343869954
32.0,0.5,3.4124466033020533,3.433015581500577
34.0,0.5,3.412302593823616,3.4327897553007487
36.0,0.5,3.4128074914389965,3.43157498184603
38.0,0.5,3.412273633057978,3.4326021803775197
40.0,0.5,3.411709995388321,3.431595434864391
42.0,0.5,3.4113767084061624,3.4319470493282713
44.0,0.5,3.4112557519628615,3.4318726864066105
46.0,0.5,3.410081303417751,3.4317050469427746
48.0,0.5,3.411078271698668,3.4321947445710523
50.0,0.5,3.411553437054814,3.4311709813877904
52.0,0.5,3.411640416294719,3.4321959714738406
54.0,0.5,3.4115395787185903,3.432065760733762
56.0,0.5,3.4100166505872287,3.4315241195928987
58.0,0.5,3.4103375892748917,3.431478518491253
60.0,0.5,3.4105187452856724,3.43159859848928
62.0,0.5,3.41085515422778,3.4312047193879143
70.0,0.0,3.4284854641502003,3.4308106903576383
78.0,0.0,3.4291962971347454,3.4311031298826595
86.0,0.0,3.428291671217703,3.430578058091936
94.0,0.0,3.429314412755572,3.4319359576150332
102.0,0.0,3.4292285153337394,3.4313812494524143
110.0,0.0,3.4302726131146892,3.430830283065516
118.0,0.0,3.430236692982921,3.4313609751743788
126.0,0.0,3.4298342816667713,3.4315833898574013
134.0,0.0,3.4300394044912195,3.431946356696824
142.0,0.0,3.429626796995357,3.431026467291916
150.0,0.0,3.43050796114892,3.4320539038895155
158.0,0.0,3.430432681844107,3.4309796140976987
166.0,0.0,3.429966730107752,3.431119872252911
174.0,0.0,3.4303231780249592,3.4318726364077476
182.0,0.0,3.4305936254807725,3.4316369570506557
190.0,0.0,3.4320096626156036,3.430887470858002
198.0,0.0,3.43060944853069,3.431344451313408
206.0,0.0,3.4313148425058455,3.43023475899795
214.0,0.0,3.431529998864512,3.431500696576039
222.0,0.0,3.431311287576221,3.431799278804968
230.0,0.0,3.4305297552942675,3.4321001170025016
238.0,0.0,3.431614275514394,3.4321845235834374
246.0,0.0,3.4310135571373404,3.4313758690508216
254.0,0.0,3.4320267816690646,3.4312532673267113
262.0,0.0,3.429992830280173,3.432081638437721
270.0,0.0,3.4305593382201494,3.4317280484431194
278.0,0.0,3.4316939078748065,3.4307318556397766
286.0,0.0,3.4311452137129814,3.4315260351867165
294.0,0.0,3.430384457446211,3.430894968792217
302.0,0.0,3.4315332019982883,3.4309724734097986
310.0,0.0,3.4316067410319593,3.431570006717218
318.0,0.0,3.4305294260488677,3.4311375651590215
326.0,0.0,3.431202847616512,3.432323521741585
334.0,0.0,3.4314715139591963,3.431108361730366
342.0,0.0,3.4309316141190305,3.431262451798468
350.0,0.0,3.4312014585522332,3.430830333557906
358.0,0.0,3.431279174951899,3.4304022158593876
366.0,0.0,3.4310989136584036,3.431203544013291
374.0,0.0,3.4312756591057676,3.4313295081998176
382.0,0.0,3.4305460518305977,3.4316319105685182
390.0,0.0,3.431508890148986,3.4314159711308707
398.0,0.0,3.431023291694109,3.4305973077054035
406.0,0.0,3.4305504419215502,3.4320073089377874
414.0,0.0,3.430920053421546,3.4298006561241916
422.0,0.0,3.431321553777032,3.4305362993243675
430.0,0.0,3.4299157650513656,3.4310288763159518
438.0,0.0,3.430330152774752,3.431928695207921
446.0,0.0,3.4300142570379406,3.4308927948311503
454.0,0.0,3.4310287639607395,3.430703753639416
462.0,0.0,3.4315030536534867,3.4317665065908254
470.0,0.0,3.431119349031414,3.4314968861352755
478.0,0.0,3.430470622516237,3.430809688096185
486.0,0.0,3.4314854710599016,3.431465482023187
494.0,0.0,3.431075308092441,3.4306107464268725
502.0,0.0,3.431783834297181,3.431780704485355
510.0,0.0,3.431318595625641,3.4314520367840595
518.0,0.0,3.431296757974153,3.43157567216598
526.0,0.0,3.4316152048704076,3.431041800567972
534.0,0.0,3.4315876697645518,3.4316917184014915
542.0,0.0,3.4306528658703304,3.4320513039956406
550.0,0.0,3.431340272620643,3.4309257181895774
558.0,0.0,3.431157963490975,3.4306122833793427
566.0,0.0,3.432047904333402,3.430762919796309
574.0,0.0,3.431246853303621,3.4309996553882387
582.0,0.0,3.431665628190278,3.431479629799048
590.0,0.0,3.4309499315705017,3.4320460882005173
598.0,0.0,3.431429556994869,3.4321613065441166
606.0,0.0,3.431122907980941,3.4309394450099133
614.0,0.0,3.430845910042102,3.430542238269806
622.0,0.0,3.431022054859274,3.431935282536723
630.0,0.0,3.4309002766280523,3.4319752099917142
638.0,0.0,3.4313369008801344,3.4318645864726034
646.0,0.0,3.431256507883593,3.43156214961861
654.0,0.0,3.4306541982423333,3.430710592693138
662.0,0.0,3.431234314891687,3.431591270448292
664.0,-0.5,3.4489335726042136,3.4317821734319756
666.0,-0.5,3.4498328609814886,3.4311590536715766
668.0,-0.5,3.449507314959935,3.432056355716513
670.0,-0.5,3.449842775641966,3.4307343546084663
672.0,-0.5,3.450593604772128,3.431606258350472
674.0,-0.5,3.4504279363329644,3.4319399570344205
676.0,-0.5,3.451138904061544,3.4313220265106072
678.0,-0.5,3.451236282158098,3.432103642291483
680.0,-0.5,3.4509961720255444,3.4318315935423
682.0,-0.5,3.4512765971838046,3.432242030063883
684.0,-0.5,3.4515378130037377,3.4313623082357583
686.0,-0.5,3.451838889227082,3.432008868319467
688.0,-0.5,3.452031150669383,3.432979889822558
690.0,-0.5,3.452611490854079,3.432778285547872
692.0,-0.5,3.4525216631823468,3.432314917721921
694.0,-0.5,3.4521879877956807,3.432581061367999
696.0,-0.5,3.453027465157377,3.4333514922942965
698.0,-0.5,3.452860257032396,3.433074760612132
700.0,-0.5,3.4528216796553726,3.432562363008716
702.0,-0.5,3.4529110557451053,3.432404025175639
704.0,-0.5,3.453446897385885,3.4335967030690293
706.0,-0.5,3.453539230507511,3.4334797202288416
708.0,-0.5,3.453993550616035,3.433157830351722
710.0,-0.5,3.453303237495837,3.4339469512574046
712.0,-0.5,3.453939066406957,3.433527565900547
714.0,-0.5,3.4539340755989887,3.4344334530753504
716.0,-0.5,3.4551007849245856,3.4325909156148007
718.0,-0.5,3.4548814033105852,3.434385167917686
720.0,-0.5,3.454213594212541,3.434721956555611
722.0,-0.5,3.45473516393276,3.4342185140712713
730.0,0.0,3.4369136958620263,3.4339331168715623
