Time [s],Current function [A],Voltage [V],Bulk open-circuit voltage [V]
0.0,0.0,3.9940600038808265,3.994073659378537
1.0,0.0,3.9934400974364435,3.9945094050155294
2.0,0.0,3.9931924312768348,3.9934918569366187
22.0,2.5,3.901594984295584,3.9912540550105384
42.0,2.5,3.891028130251679,3.9893868487446267
62.0,2.5,3.883865313721382,3.9873939263069733
82.0,2.5,3.877784276020087,3.9838181133718575
102.0,2.5,3.873052287863797,3.9811734595473154
122.0,2.5,3.869164303772599,3.979349742147291
142.0,2.5,3.8636034361917506,3.9761514467203365
162.0,2.5,3.8606915906428934,3.9742275375705454
182.0,2.5,3.856679957686296,3.9721111365882544
202.0,2.5,3.8536553418153785,3.9696754030640258
222.0,2.5,3.8506422046386564,3.967341368139329
242.0,2.5,3.8464718834857883,3.9655961675395424
262.0,2.5,3.843935156817346,3.9618817884799675
282.0,2.5,3.8398282738190774,3.9591097299577345
302.0,2.5,3.8386756577737136,3.9565189013422994
322.0,2.5,3.8351569886077397,3.953206866019177
342.0,2.5,3.8316314156998863,3.9530095887695156
362.0,2.5,3.827241817280314,3.9492227489653753
382.0,2.5,3.824631350902216,3.9453990845619606
402.0,2.5,3.8219915942861733,3.9433665217049416
422.0,2.5,3.8187866914525417,3.941940196134663
442.0,2.5,3.813346707487039,3.938521646228344
462.0,2.5,3.811280421897216,3.935360126973933
482.0,2.5,3.807824501301523,3.931662651715079
502.0,2.5,3.805258309277955,3.929712446386599
522.0,2.5,3.8018118629644015,3.9259019218506923
542.0,2.5,3.7976561168909764,3.9240452451318806
562.0,2.5,3.793081919834702,3.920582803240363
582.0,2.5,3.790017059480177,3.916287693305511
602.0,2.5,3.787213595638606,3.9131146320335226
622.0,2.5,3.7837878517770815,3.9096602652872225
642.0,2.5,3.7790073337331425,3.907198709298361
662.0,2.5,3.7756706971842187,3.90286574934386
682.0,2.5,3.772844667129283,3.9000797005581083
702.0,2.5,3.769703350858692,3.8963895134280144
722.0,2.5,3.7654508673606824,3.892455883366552
742.0,2.5,3.761960780310185,3.8894330214254356
762.0,2.5,3.759046733126594,3.887102556478913
782.0,2.5,3.756042648383401,3.88373314875471
802.0,2.5,3.752823629657434,3.881408796180762
822.0,2.5,3.750110891544856,3.877005734922141
842.0,2.5,3.74712871635387,3.874809159618324
862.0,2.5,3.744488789689059,3.872660761108873
882.0,2.5,3.7410632808072006,3.8684171362026354
902.0,2.5,3.738882228615736,3.8662747380626596
922.0,2.5,3.7360453364662884,3.8639337612461513
942.0,2.5,3.7326638750512746,3.8613678199440007
962.0,2.5,3.7307218878540813,3.858382081256084
982.0,2.5,3.7261004458739966,3.8562804244595092
1002.0,2.5,3.724750021751564,3.854182702751653
1022.0,2.5,3.722953559298709,3.8519036784681098
1042.0,2.5,3.718585912107604,3.8492937690785762
1062.0,2.5,3.7165795736228344,3.84637237823459
1082.0,2.5,3.713673723944689,3.8439479662184297
1102.0,2.5,3.7118290703534265,3.8422951768842455
1122.0,2.5,3.7087510927898575,3.8401160203304157
1142.0,2.5,3.7054766094198524,3.837237479859358
1162.0,2.5,3.702866504717262,3.8350114343642914
1182.0,2.5,3.7002422859409383,3.832827757107338
1202.0,2.5,3.697697661729435,3.8319023100834033
1222.0,2.5,3.695427773572367,3.828848626557265
1242.0,2.5,3.6922660591576193,3.826345165349227
1262.0,2.5,3.6895454645347767,3.8249961911573305
1282.0,2.5,3.6861666308629064,3.8224706632420578
1302.0,2.5,3.6843193358326425,3.8210415374137705
1322.0,2.5,3.6818034097565913,3.817031524395962
1342.0,2.5,3.679628105430867,3.8146233520675468
1362.0,2.5,3.6758054034442242,3.8122405877059378
