Time [s],Current function [A],Voltage [V],Bulk open-circuit voltage [V]
0.0,0.0,3.9949350717432632,3.9937755012391984
1.0,0.0,3.9941730096316523,3.9944868837929737
2.0,0.0,3.994352234781772,3.994321106419687
22.0,2.5,3.9017901966828332,3.991890937566875
42.0,2.5,3.8900949101126647,3.989350979714862
62.0,2.5,3.8821032776070292,3.986738203436952
82.0,2.5,3.87699866319096,3.983990348984504
102.0,2.5,3.870919446199565,3.9827166407002728
122.0,2.5,3.866636116905456,3.9788879972206956
142.0,2.5,3.8630734793040333,3.97696309827972
162.0,2.5,3.859161908634038,3.9743391257429965
182.0,2.5,3.8553547646235957,3.9722839979103406
202.0,2.5,3.8514189578256635,3.969848148888757
222.0,2.5,3.849309796021118,3.96674685990785
242.0,2.5,3.8458246616356053,3.9642617087140324
262.0,2.5,3.842903259953694,3.962470493882803
282.0,2.5,3.8402352404931674,3.960645521326462
302.0,2.5,3.83646310028411,3.9566374536556066
322.0,2.5,3.83344842281289,3.954504968645415
342.0,2.5,3.831065212873695,3.950970168472364
362.0,2.5,3.827614205584356,3.9491571728620958
382.0,2.5,3.8240943225189326,3.946319843699659
402.0,2.5,3.8207572928542364,3.9444342558876433
422.0,2.5,3.8175785703475116,3.9405679941996943
442.0,2.5,3.8132877951690793,3.938134054084224
462.0,2.5,3.8111074965631353,3.9362906877156556
482.0,2.5,3.8083444848998234,3.9322884099290745
502.0,2.5,3.805134935557596,3.9290984335333934
522.0,2.5,3.8016843332328065,3.9264234451374267
542.0,2.5,3.7967659329055596,3.9230546975827525
562.0,2.5,3.7936553814016065,3.9201823054484377
582.0,2.5,3.790380540216389,3.916080312066547
602.0,2.5,3.7872492835253624,3.9139954976694
622.0,2.5,3.782606071865466,3.9111598378458865
642.0,2.5,3.779424318608826,3.906079871817915
662.0,2.5,3.7759597445262445,3.903763838437577
682.0,2.5,3.7711458930551096,3.89935759271899
702.0,2.5,3.768420150867165,3.897512981868126
722.0,2.5,3.764709365983827,3.894327158451507
742.0,2.5,3.762234704744814,3.889962229023033
762.0,2.5,3.7587770139223373,3.8870805289409853
782.0,2.5,3.7550432241242073,3.884921115746427
802.0,2.5,3.7520014339555483,3.880582118649491
822.0,2.5,3.7484205273937112,3.877512722931557
842.0,2.5,3.746205998867215,3.875069671432621
862.0,2.5,3.743101320794192,3.8718748476127915
882.0,2.5,3.739665696076567,3.8686600763301575
902.0,2.5,3.737105511934512,3.865305225061692
922.0,2.5,3.7345058049516346,3.8631873924890567
942.0,2.5,3.7330917831749053,3.8612808765628768
962.0,2.5,3.728895618872721,3.858636591461487
982.0,2.5,3.726833559424091,3.8550595958822096
1002.0,2.5,3.724304636562359,3.853774568734011
1022.0,2.5,3.7213605852746117,3.850499342677854
1042.0,2.5,3.7178683960189987,3.848620092471787
1062.0,2.5,3.7162533643133493,3.846346572031094
1082.0,2.5,3.7129611480507565,3.8440058629285776
1102.0,2.5,3.7112884765814598,3.8423432935353303
1122.0,2.5,3.7065721886155596,3.839183139938904
1142.0,2.5,3.7044583704780436,3.8380830599724924
1162.0,2.5,3.702913508547959,3.835834912765811
1182.0,2.5,3.6996857366027003,3.8331786436378694
1202.0,2.5,3.696245629043196,3.831018246905254
1222.0,2.5,3.694714814758351,3.8290202209723083
1242.0,2.5,3.692108939631009,3.8265020996506873
1262.0,2.5,3.6883529236777504,3.8246839659383407
1282.0,2.5,3.686349144662116,3.821652240599934
1302.0,2.5,3.6839430615680495,3.8196982441360485
1322.0,2.5,3.6807321124579104,3.816912009974301
1342.0,2.5,3.6783358407935416,3.8159925420039875
1362.0,2.5,3.6757538467949655,3.8131430136988995
1382.0,2.5,3.6729217495133586,3.810278748879627
1402.0,2.5,3.67045606196639,3.8084768524763186
1422.0,2.5,3.6670950236580504,3.8063467836922555
1442.0,2.5,3.6654390503209755,3.8043369680900168
1462.0,2.5,3.662348823789093,3.8010237886853595
1482.0,2.5,3.6592870992340933,3.7996374095562135
1502.0,2.5,3.657085113945944,3.7961289456930296
1522.0,2.5,3.654933756896736,3.7938150194305744
1542.0,2.5,3.6509952141027076,3.792094112212708
1562.0,2.5,3.648898264431438,3.789365967605338
1582.0,2.5,3.6460936291833934,3.7861060786855036
1602.0,2.5,3.644643072266693,3.7840357314959507
1622.0,2.5,3.6426769492196795,3.780382947253434
1642.0,2.5,3.6398783397500245,3.77909132825254
1662.0,2.5,3.636840934627454,3.7768193177440335
1682.0,2.5,3.63549393044353,3.774538073208156
1702.0,2.5,3.6327492360208375,3.772030558655157
1722.0,2.5,3.6311509053332505,3.7686218883942066
1742.0,2.5,3.6284067201857275,3.7658929982440874
1762.0,2.5,3.6261341074147437,3.7641106933195094
1782.0,2.5,3.624229713489759,3.7611439724262574
1802.0,2.5,3.6220072350171075,3.757534158267453
1822.0,2.5,3.618905207468752,3.7557162057894833
1842.0,2.5,3.6174527991442904,3.75247647550872
1862.0,2.5,3.6151576607162337,3.749950745970076
1882.0,2.5,3.6139613278308818,3.747952403317108
1902.0,2.5,3.6111000123202737,3.744933323954849
1922.0,2.5,3.6094838727325875,3.743543697684373
1942.0,2.5,3.606757921071257,3.7397657496335843
1962.0,2.5,3.6052512290139442,3.737371496688084
1982.0,2.5,3.6029813887792543,3.734407029485108
2002.0,2.5,3.6007633864123063,3.731463994461641
2022.0,2.5,3.599019880808997,3.7297691541871116
2042.0,2.5,3.5969988805704123,3.727418888297527
2062.0,2.5,3.5955556956791015,3.725266054551933
2082.0,2.5,3.5936138908027475,3.722616790107921
2102.0,2.5,3.5911675708940978,3.719387488243149
2122.0,2.5,3.5899200436476675,3.7184101694894585
2142.0,2.5,3.5885401282476916,3.7138400028317466
2162.0,2.5,3.5865827394964667,3.712236282364824
2182.0,2.5,3.585216258864866,3.7104138478528674
2202.0,2.5,3.5827241514719437,3.7090230698927726
2222.0,2.5,3.580955378681542,3.7057209136758926
2242.0,2.5,3.5796469779054063,3.7032897519553414
2262.0,2.5,3.5774568293701985,3.7021341865624136
2282.0,2.5,3.576171260215589,3.6996695944744187
2302.0,2.5,3.574295093818547,3.6968101991040463
2322.0,2.5,3.5721002440671126,3.695315886276402
2342.0,2.5,3.5704411462639114,3.692332345203347
2362.0,2.5,3.5687750120042505,3.691393909954077
2382.0,2.5,3.567158289625715,3.688976277903876
2402.0,2.5,3.5654400636764008,3.6870293061710737
2422.0,-2.5,3.7355916569342233,3.689215959521308
