Time [s],Current function [A],Voltage [V],Bulk open-circuit voltage [V]
0.0,0.0,3.9949350717432632,3.9937755012391984
1.0,0.0,3.9941730096316523,3.9944868837929737
2.0,0.0,3.994352234781772,3.994321106419687
22.0,2.5,3.9212735807408925,3.991890937566875
42.0,2.5,3.9126801339333617,3.989350979714862
62.0,2.5,3.906390501229492,3.986738203436952
82.0,2.5,3.9022405622875525,3.983990348984504
102.0,2.5,3.8967045013184793,3.9827166407002763
122.0,2.5,3.892733270006569,3.9788879972206956
142.0,2.5,3.8893511870975175,3.97696309827972
162.0,2.5,3.8855450481481317,3.9743391257429965
182.0,2.5,3.8817998816019945,3.9722839979103406
202.0,2.5,3.877900981642085,3.9698481488887536
222.0,2.5,3.8758143132185596,3.966746859907853
242.0,2.5,3.872343400176065,3.964261708714036
262.0,2.5,3.8694314079954015,3.9624704938828024
282.0,2.5,3.866769878713587,3.960645521326458
302.0,2.5,3.863002494664587,3.9566374536556066
322.0,2.5,3.8599916066544946,3.9545049686454146
342.0,2.5,3.8576116205141027,3.9509701684723604
362.0,2.5,3.8541634839321417,3.9491571728620922
382.0,2.5,3.8506462795770506,3.946319843699659
402.0,2.5,3.847311832114105,3.9444342558876397
422.0,2.5,3.844135606576226,3.9405679941996943
442.0,2.5,3.8398472370369814,3.938134054084224
462.0,2.5,3.837669288412048,3.936290687715659
482.0,2.5,3.834908576430209,3.9322884099290745
502.0,2.5,3.8317012818037557,3.929098433533393
522.0,2.5,3.8282528962098357,3.9264234451374262
542.0,2.5,3.823336658458643,3.9230546975827543
562.0,2.5,3.8202282220845216,3.9201823054484377
582.0,2.5,3.816955442762506,3.916080312066547
602.0,2.5,3.813826157633995,3.9139954976694
622.0,2.5,3.809184901864219,3.9111598378458865
642.0,2.5,3.8060050332836015,3.906079871817915
662.0,2.5,3.8025422925996355,3.903763838437577
682.0,2.5,3.7977302668568966,3.89935759271899
702.0,2.5,3.795006361992626,3.897512981868126
722.0,2.5,3.79129736805619,3.894327158451507
742.0,2.5,3.788824485876739,3.889962229023033
762.0,2.5,3.7853685114741515,3.887080528940989
782.0,2.5,3.7816364171676167,3.8849211157464265
802.0,2.5,3.7785962734795193,3.880582118649491
822.0,2.5,3.7750169712993356,3.8775127229315536
842.0,2.5,3.7728040241864025,3.8750696714326174
862.0,2.5,3.7697008760440776,3.8718748476127915
882.0,2.5,3.7662667592173458,3.868660076330158
902.0,2.5,3.7637080395048303,3.8653052250616886
922.0,2.5,3.7611097598238046,3.8631873924890567
942.0,2.5,3.7596971369269236,3.861280876562873
962.0,2.5,3.7555023173061732,3.858636591461487
982.0,2.5,3.7534416033958666,3.8550595958822096
1002.0,2.5,3.750913975854667,3.853774568734011
1022.0,2.5,3.747971178684859,3.850499342677856
1042.0,2.5,3.7444801978503994,3.848620092471787
1062.0,2.5,3.742866315922021,3.8463465720310905
1082.0,2.5,3.739575227115904,3.8440058629285776
1102.0,2.5,3.7379036223707907,3.8423432935353303
1122.0,2.5,3.7331883653948266,3.8391831399389003
1142.0,2.5,3.731075561225434,3.8380830599724924
1162.0,2.5,3.7295316975962076,3.8358349127658076
1182.0,2.5,3.7263048478672665,3.8331786436378694
1202.0,2.5,3.7228656288811637,3.831018246905254
1222.0,2.5,3.7213356882651127,3.8290202209723083
1242.0,2.5,3.7187306214037013,3.8265020996506873
1262.0,2.5,3.714975423616838,3.8246839659383407
1282.0,2.5,3.712972450561793,3.821652240599934
1302.0,2.5,3.710567188592629,3.8196982441360485
1322.0,2.5,3.707356969891964,3.816912009974301
1342.0,2.5,3.7049613953076728,3.8159925420039875
1362.0,2.5,3.7023800423411837,3.8131430136988995
1382.0,2.5,3.6995485415496465,3.810278748879627
1402.0,2.5,3.697083412868553,3.8084768524763186
1422.0,2.5,3.693722901845423,3.8063467836922538
1442.0,2.5,3.6920674078003537,3.8043369680900168
1462.0,2.5,3.688977643465356,3.8010237886853595
1482.0,2.5,3.685916332439816,3.7996374095562135
1502.0,2.5,3.683714732665745,3.7961289456930296
1522.0,2.5,3.68156372139569,3.7938150194305744
1542.0,2.5,3.6776254895877813,3.792094112212708
1562.0,2.5,3.675528815215774,3.789365967605338
1582.0,2.5,3.6727244170951843,3.7861060786855036
1602.0,2.5,3.671274058722085,3.7840357314959507
1622.0,2.5,3.669308101994903,3.780382947253434
1642.0,2.5,3.6665096194800366,3.77909132825254
1662.0,2.5,3.663472305187017,3.7768193177440335
1682.0,2.5,3.6621253577541126,3.774538073208156
1702.0,2.5,3.6593806840794194,3.772030558655157
1722.0,2.5,3.657782339343365,3.7686218883942066
1742.0,2.5,3.6550381057346795,3.7658929982440874
1762.0,2.5,3.6527653244184695,3.7641106933195094
1782.0,2.5,3.6508607718896493,3.7611439724262574
1802.0,2.5,3.6486381166674855,3.757534158267453
1822.0,2.5,3.645535897648499,3.7557162057894833
1842.0,2.5,3.64408326036669,3.75247647550872
1862.0,2.5,3.641787919773444,3.749950745970076
1882.0,2.5,3.6405913150198828,3.747952403317108
1902.0,2.5,3.637729682210722,3.744933323954849
1922.0,2.5,3.636113211032499,3.7435436976843763
1942.0,2.5,3.6333869108786634,3.739765749633586
1962.0,2.5,3.6318798115713937,3.737371496688084
1982.0,2.5,3.629609494952783,3.734407029485108
2002.0,2.5,3.6273910395864046,3.731463994461641
2022.0,2.5,3.6256470340532414,3.7297691541871116
2042.0,2.5,3.6236254670112844,3.727418888297527
2062.0,2.5,3.6221816895196386,3.725266054551933
2082.0,2.5,3.620239275304915,3.722616790107921
2102.0,2.5,3.617792293015432,3.719387488243149
2122.0,2.5,3.6165440397569744,3.7184101694894602
2142.0,2.5,3.6151633959400167,3.7138400028317466
2162.0,2.5,3.6132052439137454,3.712236282364824
2182.0,2.5,3.61183794766292,3.7104138478528674
2202.0,2.5,3.6093449841796654,3.7090230698927726
2222.0,2.5,3.6075753316425545,3.705720913675896
2242.0,2.5,3.606265997064677,3.7032897519553414
2262.0,2.5,3.6040748586060705,3.702134186562413
2282.0,2.5,3.6027882735378225,3.6996695944744187
2302.0,2.5,3.600911048145951,3.6968101991040463
2322.0,2.5,3.5987150871851266,3.695315886276402
2342.0,2.5,3.5970548429331513,3.692332345203347
2362.0,2.5,3.5953875296492384,3.6913939099540767
2382.0,2.5,3.593769581491091,3.688976277903876
2402.0,2.5,3.5920500939729108,3.6870293061710737
2422.0,-2.5,3.7234105312907384,3.689215959521308
